,Job Profile,Company,ExperienceRequired,AvgSalary,MinSalary,MaxSalary
4444,Sales Officer,hindustan-aeronautics,2-15,"26,08,633",11.0,45.0
4445,Research Scientist,hindustan-aeronautics,3-8,"3,87,766",1.6,11.2
4446,Area Business Manager,hindustan-aeronautics,3-11,"23,83,001",9.0,45.0
4447,Executive Production,hindustan-aeronautics,7-12,"22,82,598",10.7,42.0
4448,Teritory Sales Officer,hindustan-aeronautics,3-5,"3,66,884",1.4,8.1
4449,Team Member,hindustan-aeronautics,4-9,"13,95,335",5.5,23.0
4450,Territory Sales Incharge,vedantu,4-19,"7,12,715",3.8,10.0
4451,Area Sales Executive,vedantu,0-6,"10,26,678",5.3,14.0
4452,Research Associate,vedantu,0-16,"2,83,830",1.2,4.2
4453,Housekeeping Assistant,vedantu,6-10,"2,53,902",1.3,4.5
4454,Commis Chef,vedantu,0-8,"2,90,501",1.5,5.0
4455,Front Office Assistant,vedantu,2-12,"3,75,494",1.8,5.0
4456,Food & Beverage Assistant,vedantu,0-4,"21,70,441",12.0,27.5
4457,Housekeeping Supervisor,vedantu,1-5,"2,83,148",1.5,6.0
4458,Guest Service Associate,vedantu,1-6,"4,32,037",2.2,7.8
4459,Food & Beverage Supervisor,vedantu,1-6,"3,96,321",2.0,7.4
4460,Finance Assistant,indiabulls,0-4,"8,75,079",4.7,15.6
4461,Food & Beverage Associate,indiabulls,2-6,"13,17,355",4.9,18.8
4462,Supervisor,indiabulls,3-9,"4,33,033",,
4463,Quality Engineer,indiabulls,1-4,"2,30,823",1.0,3.5
4464,Deputy Manager,indiabulls,0-8,"3,93,182",2.1,5.3
4465,Design Engineer,indiabulls,5-12,"2,69,219",1.5,3.7
4466,Production Engineer,indiabulls,6-15,"4,55,764",2.7,6.3
4467,Quality Inspector,indiabulls,2-14,"4,89,672",2.0,7.3
4468,Senior Production Engineer,indiabulls,2-10,"2,33,536",1.0,5.4
4469,Senior Engineer,indiabulls,0-6,"2,59,134",,
4470,Validation Engineer,citibank,4-7,"2,26,099",,
4471,Team Lead,citibank,3-7,"2,05,902",1.0,3.5
4472,Teritory Sales Officer,citibank,3-11,"3,25,289",1.5,4.5
4473,Area Sales Manager,citibank,0-7,"2,54,404",1.0,4.5
4474,Sales Development Executive,citibank,0-5,"3,12,855",1.9,4.4
4475,Sales Officer,citibank,0-6,"3,65,757",1.8,5.0
4476,Sales Executive,citibank,0-4,"2,24,741",1.3,4.0
4477,Brand Manager,citibank,0-3,"4,17,399",2.1,5.8
4478,Business Development Officer,citibank,2-7,"2,81,525",1.0,5.1
4479,Senior Territory Sales Officer,citibank,0-3,"11,88,661",6.0,18.4
4480,Territory Sales Incharge,bhushan-power-&-steel,2-7,"3,29,871",1.2,5.5
4481,Production Officer,bhushan-power-&-steel,0-4,"3,49,237",1.5,5.1
4482,Design Engineer,bhushan-power-&-steel,0-4,"2,14,429",,
4483,Senior Engineer,bhushan-power-&-steel,3-10,"2,86,555",1.0,4.5
4484,Sales Engineer,bhushan-power-&-steel,0-7,"5,43,692",3.1,6.8
4485,Senior Sales Engineer,bhushan-power-&-steel,6-17,"6,28,639",3.6,8.5
4486,Process Agent,bhushan-power-&-steel,0-4,"4,82,345",4.0,6.0
4487,Technical Support Engineer,bhushan-power-&-steel,2-8,"5,99,783",1.8,16.0
4488,Maintenance Executive,bhushan-power-&-steel,0-5,"6,74,446",3.5,9.0
4489,Elevator Technician,bhushan-power-&-steel,0-2,"17,85,008",8.1,25.0
4490,Junior Process Agent,g-r-infraprojects,6-10,"7,28,691",4.9,9.5
4491,Installation Engineer,g-r-infraprojects,3-8,"5,37,556",2.0,9.0
4492,Software Engineer,g-r-infraprojects,2-3,"2,91,847",,
4493,Support Engineer,g-r-infraprojects,0-10,"23,22,318",11.0,33.0
4494,Software Engineer2,g-r-infraprojects,6-13,"5,48,144",3.0,7.1
4495,Senior Software Engineer,g-r-infraprojects,9-15,"7,38,613",4.1,9.6
4496,Sde1,g-r-infraprojects,5-14,"2,69,252",1.8,4.5
4497,Technical Support Engineer,g-r-infraprojects,3-12,"3,66,819",2.5,4.7
4498,Software Development Engineer II,g-r-infraprojects,1-10,"4,57,880",2.0,8.0
4499,Software Engineer II,g-r-infraprojects,3-8,"8,52,678",5.0,11.5
4500,Support Escalation Engineer,xoriant,2-10,"4,54,231",2.0,9.5
4501,Guest Service Associate,xoriant,8-14,"9,79,006",5.3,13.1
4502,Team Lead,xoriant,2-7,"3,90,172",3.0,6.4
4503,Commis Chef,xoriant,2-8,"3,75,628",2.0,8.5
4504,Guest Service Officer,xoriant,1-5,"3,97,042",2.2,5.4
4505,Waiter,xoriant,4-8,"4,14,154",1.6,9.2
4506,Sales Manager,xoriant,1-6,"2,97,994",1.8,4.2
4507,Chef DE Partie,xoriant,4-13,"5,90,689",2.4,10.0
4508,Demi Chef DE Partie,xoriant,4-7,"30,50,624",,
4509,Food & Beverage Associate,xoriant,1-5,"18,87,018",5.2,30.0
4510,Housekeeping Supervisor,metlife,4-10,"38,27,677",15.6,60.0
4511,Technical Lead,metlife,3-10,"59,34,372",,
4512,Senior Engineer,metlife,1-5,"39,20,092",18.0,55.0
4513,Software Engineer,metlife,1-12,"39,08,840",15.0,60.0
4514,Senior Software Engineer,metlife,0-10,"15,60,512",,
4515,Technology Specialist,metlife,4-12,"39,20,508",13.0,65.0
4516,Advanced Software Engineer,metlife,3-11,"39,82,696",17.5,65.0
4517,Tech Lead,metlife,7-18,"24,63,400",13.0,35.0
4518,Project Lead,metlife,0-4,"2,37,291",,
4519,Software Developer,metlife,0-10,"3,64,223",1.1,7.3
4520,Advanced Embedded Engineer,dbs-bank,0-11,"2,90,912",,
4521,Territory Sales Incharge,dbs-bank,3-10,"2,29,510",1.1,4.0
4522,Territory Sales Manager,dbs-bank,4-11,"3,00,560",,
4523,Area Sales Manager,dbs-bank,7-12,"7,04,938",3.5,11.0
4524,Sales Executive,dbs-bank,0-4,"4,13,365",2.0,6.5
4525,Production Engineer,dbs-bank,2-10,"2,99,651",1.0,7.3
4526,Deputy Manager,dbs-bank,0-5,"2,30,412",1.2,3.5
4527,Senior Engineer,dbs-bank,0-5,"3,06,599",1.1,5.0
4528,Assistant Engineer,dbs-bank,0-3,"19,33,149",10.0,27.3
4529,Sales Officer,dbs-bank,3-10,"11,89,950",5.8,18.7
4530,Recruitment Consultant,vvdn-technologies,5-15,"8,43,959",3.4,16.0
4531,Senior Recruitment Consultant,vvdn-technologies,2-9,"16,55,253",5.2,37.0
4532,Senior Consultant,vvdn-technologies,0-3,"26,29,770",14.9,38.8
4533,HR Executive,vvdn-technologies,2-8,"23,11,189",12.0,31.5
4534,Software Engineer,vvdn-technologies,8-15,"18,45,904",10.0,26.0
4535,Information Technology Recruiter,vvdn-technologies,4-10,"25,88,528",13.6,35.0
4536,Sales Executive,vvdn-technologies,0-6,"7,36,096",3.0,14.5
4537,Processing Executive,vvdn-technologies,4-9,"20,03,772",12.8,27.0
4538,Payroll Executive,vvdn-technologies,10-18,"7,87,535",3.8,12.0
4539,Team Lead,vvdn-technologies,5-13,"11,63,384",4.8,18.2
4540,Senior Officer,dr-lal-pathlabs,8-15,"18,69,517",9.1,28.4
4541,Officer,dr-lal-pathlabs,10-18,"3,39,019",2.0,5.2
4542,Medical Representative,dr-lal-pathlabs,2-6,"4,53,180",2.4,6.5
4543,Area Business Manager,dr-lal-pathlabs,8-14,"15,04,237",9.6,19.0
4544,Marketing Executive,dr-lal-pathlabs,4-12,"7,28,971",4.5,10.5
4545,Technician,dr-lal-pathlabs,8-15,"3,60,794",2.6,4.2
4546,Area Sales Manager,dr-lal-pathlabs,10-15,"3,44,861",2.5,4.6
4547,Deputy Manager,dr-lal-pathlabs,1-7,"2,85,167",2.5,4.5
4548,Regional Business Manager,dr-lal-pathlabs,1-8,"3,92,525",2.0,6.2
4549,Territory Sales Manager,dr-lal-pathlabs,9-13,"4,98,945",2.7,6.5
4550,Customer Care Executive,vardhman-fabrics,5-10,"5,49,219",3.0,9.0
4551,Data Entry Operator,vardhman-fabrics,2-6,"3,04,201",1.8,4.8
4552,Team Lead,vardhman-fabrics,2-10,"6,33,876",2.6,13.0
4553,Customer Support Executive,vardhman-fabrics,0-1,"3,63,753",2.4,5.0
4554,Process Associate,vardhman-fabrics,0-6,"2,56,847",1.0,5.0
4555,Team Lead Operations,vardhman-fabrics,3-7,"3,05,870",1.7,4.0
4556,Customer Service Executive,vardhman-fabrics,4-7,"3,28,737",1.5,4.5
4557,Officer,vardhman-fabrics,1-7,"5,81,033",1.5,10.0
4558,Customer Support Officer,vardhman-fabrics,1-5,"5,17,420",3.3,6.9
4559,Customer Service Associate,vardhman-fabrics,1-3,"3,38,965",2.0,5.1
4560,Claims Associate,kotak-securities,1-7,"3,55,475",1.7,5.2
4561,Senior Software Engineer,kotak-securities,0-6,"7,43,223",5.3,8.9
4562,Software Engineer,kotak-securities,0-5,"3,12,307",1.3,4.4
4563,Senior Claims Associate,kotak-securities,3-9,"3,49,098",1.9,5.1
4564,Pharmacy Benefit Analyst,kotak-securities,3-8,"7,40,044",4.8,10.0
4565,Senior Associate,kotak-securities,1-5,"12,92,669",9.7,16.5
4566,Process Associate,kotak-securities,1-12,"12,36,255",9.0,14.4
4567,SME,kotak-securities,8-13,"5,37,607",3.0,7.0
4568,Senior Quality Engineer,kotak-securities,0-8,"1,90,897",,
4569,Medical Coding Analyst,kotak-securities,2-7,"1,72,310",,
4570,Relationship Manager,tata-play,6-14,"2,47,222",1.1,4.5
4571,Business Development Manager,tata-play,11-16,"1,62,579",,
4572,Equity Dealer,tata-play,11-21,"2,09,082",1.0,3.4
4573,Sales Executive,tata-play,5-12,"2,63,702",1.1,3.3
4574,Sales Manager,tata-play,0-5,"1,70,389",,
4575,Sub Broker,tata-play,0-6,"2,07,267",,
4576,Deputy Manager,tata-play,1-8,"1,73,426",1.0,3.0
4577,Branch Manager,tata-play,0-3,"2,27,435",,
4578,Senior Relationship Manager,tata-play,1-3,"3,08,072",1.6,4.3
4579,Back Office Executive,tata-play,1-8,"17,42,722",6.9,24.5
4580,Territory Manager,cma-cgm,0-3,"11,25,245",3.3,18.5
4581,Sales Executive,cma-cgm,1-8,"3,80,145",2.0,5.5
4582,Senior Territory Manager,cma-cgm,0-3,"2,81,141",1.5,4.3
4583,Assistant Sales Manager,cma-cgm,0-3,"3,92,025",2.5,5.2
4584,Assistant Territory Manager,cma-cgm,0-6,"2,84,241",1.7,4.5
4585,Deputy Manager,cma-cgm,3-11,"6,01,479",3.5,8.5
4586,Lasm,cma-cgm,1-7,"13,66,816",8.0,19.7
4587,Territory Sales Manager,cma-cgm,1-7,"3,97,368",2.6,5.2
4588,Sales Manager,cma-cgm,0-4,"2,81,098",1.2,4.8
4589,Senior Sales Manager,cma-cgm,3-7,"3,56,926",1.2,5.0
4590,E Support Officer,phonepe,0-4,"2,77,373",1.5,3.8
4591,Senior E Support Officer,phonepe,4-11,"2,69,752",1.1,4.0
4592,Quality Analyst,phonepe,4-10,"4,10,121",1.6,7.0
4593,Senior Consultant,phonepe,0-6,"4,91,301",1.0,10.0
4594,SME,phonepe,0-8,"5,16,290",3.5,8.8
4595,Team Lead,phonepe,0-10,"5,25,020",3.0,6.7
4596,Customer Support Executive,phonepe,1-5,"3,03,842",2.0,4.2
4597,Senior Associate,phonepe,1-5,"2,09,397",1.0,3.5
4598,Technical Support Engineer,phonepe,1-10,"5,35,361",3.0,7.5
4599,Technical Support Executive,phonepe,1-10,"2,52,179",1.2,4.2
4600,Senior Associate,sify-technologies,4-10,"6,73,841",4.1,10.3
4601,Process Associate,sify-technologies,4-13,"7,89,895",3.6,10.3
4602,Investor Relation Officer,sify-technologies,2-6,"4,54,767",3.0,5.9
4603,Senior Process Associate,sify-technologies,1-6,"8,33,489",5.0,11.8
4604,Deputy Manager,sify-technologies,4-11,"2,66,187",1.2,4.0
4605,Trainee,sify-technologies,2-9,"5,08,024",3.1,7.5
4606,Software Engineer,sify-technologies,5-13,"10,36,104",3.6,15.0
4607,Software Developer,sify-technologies,4-15,"14,76,210",7.5,20.0
4608,Officer,sify-technologies,3-9,"2,78,367",1.2,4.5
4609,MIS Executive,sify-technologies,2-15,"3,18,212",2.0,4.3
4610,Software Designer,aditya-birla-capital,0-7,"3,53,161",1.4,5.1
4611,Verification & Validation Engineer,aditya-birla-capital,4-9,"4,12,406",3.0,5.3
4612,Lead Engineer,aditya-birla-capital,9-13,"3,24,603",1.9,4.3
4613,Applications Engineer,aditya-birla-capital,11-17,"5,12,927",2.5,7.5
4614,Design Engineer,aditya-birla-capital,0-5,"2,66,986",1.1,4.2
4615,Production Associate,aditya-birla-capital,1-6,"3,29,736",2.4,4.2
4616,System Engineer,aditya-birla-capital,1-6,"2,47,778",1.5,3.4
4617,Quality Engineer,aditya-birla-capital,0-6,"2,67,772",1.4,4.0
4618,Trainee,aditya-birla-capital,1-6,"2,61,578",1.0,4.5
4619,Deputy Manager,aditya-birla-capital,2-10,"2,26,879",,
4620,Junior Executive,akums-drugs-&-pharmaceuticals,0-3,"2,01,803",1.0,3.5
4621,Quality Inspector,akums-drugs-&-pharmaceuticals,2-6,"2,68,392",1.1,4.5
4622,Manufacturing Associate,akums-drugs-&-pharmaceuticals,0-4,"6,99,389",4.1,10.6
4623,Area Sales Manager,akums-drugs-&-pharmaceuticals,0-4,"1,60,573",1.1,2.6
4624,Electrician,akums-drugs-&-pharmaceuticals,0-7,"5,61,221",2.4,10.5
4625,Area Manager,akums-drugs-&-pharmaceuticals,0-5,"5,11,064",2.2,8.0
4626,Executive Engineer,akums-drugs-&-pharmaceuticals,1-5,"2,57,325",1.5,4.2
4627,ITI Fitter,akums-drugs-&-pharmaceuticals,2-7,"3,03,533",2.0,4.2
4628,Sde1,akums-drugs-&-pharmaceuticals,6-16,"14,37,120",6.8,23.0
4629,Software Engineer,akums-drugs-&-pharmaceuticals,0-2,"12,56,064",7.0,17.5
4630,Softwaretest Engineer,harman-connected-services,2-5,"6,56,750",6.5,6.8
4631,Data Scientist,harman-connected-services,2-5,"17,01,208",11.5,23.9
4632,Senior Data Scientist,harman-connected-services,5-7,"8,82,389",4.5,12.5
4633,Team Manager,harman-connected-services,1-7,"9,82,668",3.5,15.7
4634,Software Development Engineer,harman-connected-services,2-10,"3,57,208",2.5,5.0
4635,Analyst,harman-connected-services,3-11,"12,84,586",7.0,18.0
4636,SDE,harman-connected-services,0-1,"5,22,451",1.8,11.3
4637,Sales Executive,harman-connected-services,7-15,"2,41,695",1.8,3.0
4638,Branch Relationship Executive,harman-connected-services,3-7,"15,99,791",11.0,24.0
4639,Team Lead,harman-connected-services,1-11,"4,40,749",2.6,6.1
4640,Relationship Executive,narayana-health,1-7,"2,60,975",,
4641,HR Executive,narayana-health,3-12,"2,59,035",1.0,4.3
4642,MIS Executive,narayana-health,1-9,"17,14,735",11.8,24.0
4643,Client Servicing Executive,narayana-health,0-3,"2,07,900",,
4644,Branch Relationship Manager,narayana-health,8-17,"18,72,496",12.1,24.0
4645,Business Development Executive,narayana-health,2-7,"6,78,327",4.4,9.1
4646,HR Recruiter,narayana-health,1-6,"1,62,575",,
4647,Cabin Supervisor,narayana-health,2-4,"6,00,000",6.0,6.0
4648,Cabin Attendant,narayana-health,7-13,"37,46,620",15.0,70.0
4649,Customer Service Associate,narayana-health,2-4,"63,99,566",,
4650,Cabin Crew Incharge,philips,7-13,"41,13,471",,
4651,Customer Service Assistant,philips,3-8,"39,96,061",,
4652,Security Assistant,philips,2-4,"48,57,712",,
4653,Cabin Crew,philips,0-1,"59,64,302",,
4654,Customer Service Executive,philips,0-3,"50,31,519",,
4655,Senior Cabin Attendant,philips,0-8,"43,07,684",,
4656,Security Supervisor,philips,0-6,"2,70,786",1.1,6.7
4657,Sales Executive,philips,1-10,"43,53,571",,
4658,Samsung experience Consultant,philips,1-5,"2,18,473",,
4659,Software Engineer,philips,1-20,"2,06,776",,
4660,Sales Promoter,honeywell-automation,3-15,"3,11,489",,
4661,Area Business Manager,honeywell-automation,0-6,"2,29,228",1.1,3.5
4662,Area Sales Manager,honeywell-automation,0-4,"2,67,380",1.5,3.9
4663,Promoter,honeywell-automation,0-5,"2,54,115",1.4,4.4
4664,Lead Engineer,honeywell-automation,0-6,"2,66,014",1.5,4.0
4665,Team Lead,honeywell-automation,0-6,"3,01,029",1.3,5.0
4666,Senior Software Engineer,honeywell-automation,2-9,"2,72,498",1.8,4.2
4667,Marketing Officer,honeywell-automation,0-4,"2,16,703",1.4,3.0
4668,Marketing Executive,honeywell-automation,0-6,"10,72,102",5.7,15.0
4669,Sales Executive,honeywell-automation,0-7,"6,48,797",2.4,25.0
4670,Senior Marketing Executive,reliance-general-insurance,1-7,"3,08,216",,
4671,Senior Sales Executive,reliance-general-insurance,3-8,"8,45,789",3.0,12.0
4672,Product Incharge,reliance-general-insurance,0-5,"2,03,486",,
4673,Deputy Engineer,reliance-general-insurance,0-5,"2,46,742",1.3,4.5
4674,Assistant Engineer,reliance-general-insurance,9-17,"8,82,326",3.0,20.0
4675,Senior Marketing Officer,reliance-general-insurance,1-8,"2,97,239",,
4676,Executive SCM,reliance-general-insurance,0-7,"7,28,021",5.0,12.0
4677,Benefits Operations Administrator,reliance-general-insurance,1-15,"5,11,611",3.5,8.0
4678,Analyst,reliance-general-insurance,0-6,"3,04,333",,
4679,Senior Analyst,reliance-general-insurance,1-5,"2,84,587",,
4680,Data Analyst,aragen-life-sciences,3-10,"13,89,966",1.1,29.0
4681,Financial Analyst,aragen-life-sciences,1-6,"2,12,141",,
4682,Senior Consultant,aragen-life-sciences,3-12,"20,20,326",8.3,31.0
4683,Team Member,aragen-life-sciences,8-17,"12,66,630",2.3,30.9
4684,Operations Manager,aragen-life-sciences,0-13,"2,24,663",,
4685,Business Analyst,aragen-life-sciences,1-12,"20,07,753",7.2,40.0
4686,Benefit Analyst,aragen-life-sciences,0-4,"3,50,089",1.0,8.5
4687,Department Manager,aragen-life-sciences,0-7,"20,91,748",1.0,32.0
4688,Store Manager,aragen-life-sciences,1-13,"8,69,388",3.6,11.7
4689,Assistant Department Manager,aragen-life-sciences,5-15,"5,08,299",2.5,7.6
4690,Cashier,hero-fincorp,0-8,"5,00,714",2.0,9.4
4691,Head Cashier,hero-fincorp,4-10,"6,80,023",4.3,9.0
4692,Sales Executive,hero-fincorp,1-11,"6,65,558",3.6,8.2
4693,Assistant Store Manager,hero-fincorp,1-4,"11,69,027",4.1,17.0
4694,Senior Cashier,hero-fincorp,8-14,"4,63,978",3.0,6.2
4695,Customer Relation Executive,hero-fincorp,5-11,"3,15,833",2.0,5.4
4696,Senior Customer Relation Executive,hero-fincorp,3-10,"10,11,068",5.5,12.8
4697,Executive Engineer,hero-fincorp,6-12,"3,49,947",2.3,4.5
4698,Junior Executive,hero-fincorp,5-10,"3,30,044",2.0,5.3
4699,Office Assistant,hero-fincorp,8-16,"4,25,055",2.0,7.5
4700,Executive Engineer Electrical,quest-global,2-10,"6,33,177",3.3,10.0
4701,Administration Assistant,quest-global,2-7,"4,38,997",1.8,7.2
4702,Technician,quest-global,9-13,"6,14,058",2.0,8.5
4703,Electrical Engineer,quest-global,2-8,"13,31,849",5.1,41.0
4704,Assistant General Manager,quest-global,2-7,"2,43,561",1.5,3.3
4705,Distribution Executive,quest-global,0-3,"11,28,718",5.3,17.2
4706,Assistant Engineer,quest-global,2-7,"6,19,739",2.5,10.0
4707,Technician,quest-global,0-4,"4,32,647",2.6,6.0
4708,Senior Engineer,quest-global,1-9,"3,58,431",1.7,5.5
4709,Trainee Technician,quest-global,5-10,"7,94,802",4.3,13.0
4710,Production Engineer,sgs,2-5,"2,96,380",1.8,4.2
4711,Quality Engineer,sgs,6-12,"1,99,771",,
4712,Quality Inspector,sgs,3-7,"3,14,980",1.5,4.5
4713,Trainee,sgs,1-7,"1,84,300",,
4714,Supervisor,sgs,3-12,"5,12,752",3.1,7.4
4715,Senior Technician,sgs,8-16,"2,29,501",1.3,3.4
4716,Production Supervisor,sgs,0-7,"1,55,044",1.0,2.9
4717,Supervisor,sgs,0-5,"2,06,726",1.4,2.9
4718,Research Scientist,sgs,3-10,"4,94,515",3.0,7.0
4719,Executive Production,sgs,0-6,"3,06,663",2.0,4.7
4720,Senior Research Scientist,yamaha-motor,0-12,"3,65,118",1.4,6.4
4721,Senior Supervisor,yamaha-motor,2-6,"3,39,208",2.5,4.0
4722,Instrumentation Supervisor,yamaha-motor,0-4,"4,88,650",3.8,6.6
4723,Associate Research Scientist,yamaha-motor,2-6,"2,36,399",1.4,3.3
4724,Instrumentation Technician,yamaha-motor,0-10,"2,78,565",1.1,4.0
4725,Executive Assistant,yamaha-motor,1-8,"4,26,091",2.0,7.0
4726,Senior Software Engineer,yamaha-motor,2-13,"33,46,103",20.3,49.0
4727,Technical Lead,yamaha-motor,0-1,"5,10,029",3.4,7.1
4728,Software Engineer,yamaha-motor,3-9,"3,28,320",1.5,4.9
4729,Technical Lead 1,yamaha-motor,1-7,"2,54,669",1.3,3.6
4730,Technical Specialist,here-technologies,3-10,"6,81,950",3.0,10.5
4731,Software Developer,here-technologies,0-8,"2,13,194",1.3,3.0
4732,Technical Lead 2,here-technologies,13-26,"3,73,090",1.2,6.0
4733,Senior Software Developer,here-technologies,4-8,"2,84,993",1.0,5.0
4734,Solution Architect,here-technologies,1-8,"2,11,649",1.0,3.6
4735,Software Engineer Trainee,here-technologies,1-8,"1,86,575",1.0,2.5
4736,Software Engineer,here-technologies,5-13,"3,17,353",1.7,4.6
4737,Analyst,here-technologies,0-3,"2,50,078",1.4,3.4
4738,Senior Software Engineer,here-technologies,1-8,"5,41,860",2.4,8.8
4739,Software Developer,here-technologies,0-7,"4,97,608",2.2,8.3
4740,Devops Engineer,bt-global-services,0-3,"8,34,362",5.0,11.8
4741,Analyst System Development,bt-global-services,0-3,"6,75,485",4.5,9.8
4742,Technical Lead,bt-global-services,3-10,"10,92,999",6.9,14.0
4743,System Analyst,bt-global-services,5-8,"6,56,584",3.0,10.2
4744,Senior Analyst,bt-global-services,2-12,"5,07,431",3.1,6.4
4745,Full Stack Developer,bt-global-services,1-11,"3,79,326",3.0,6.0
4746,Senior Process Associate,bt-global-services,1-13,"2,26,421",1.5,3.0
4747,Process Associate,bt-global-services,4-10,"5,27,256",3.3,8.3
4748,Operations Executive,bt-global-services,8-15,"11,71,333",4.7,25.0
4749,Team Lead,bt-global-services,3-16,"15,36,248",4.6,26.0
4750,Retail Sales Executive,intellect-design-arena,4-12,"7,67,156",3.3,16.0
4751,Back Office Executive,intellect-design-arena,1-5,"14,25,810",6.2,22.0
4752,Territory Manager,intellect-design-arena,1-4,"21,28,997",11.5,32.0
4753,Retail Executive,intellect-design-arena,3-8,"7,29,167",3.6,17.4
4754,Desktop Support Engineer,intellect-design-arena,3-6,"18,01,150",8.0,31.0
4755,Sales Executive,intellect-design-arena,5-10,"13,35,376",4.0,21.4
4756,Senior Engineer,intellect-design-arena,1-5,"27,37,651",12.0,35.0
4757,Deputy Manager,intellect-design-arena,5-8,"5,37,317",4.0,6.0
4758,Mechanical Engineer,intellect-design-arena,9-14,"7,43,083",2.5,17.0
4759,Assistant Engineer,intellect-design-arena,1-4,"10,17,137",4.1,18.0
4760,Junior Engineer,crisil,7-10,"16,47,412",4.8,28.0
4761,Project Engineer,crisil,3-5,"9,61,479",3.0,20.5
4762,Project Manager,crisil,10-14,"10,94,273",2.8,21.0
4763,Production Engineer,crisil,0-1,"9,60,543",5.7,13.6
4764,Design Engineer,crisil,1-6,"24,67,951",11.5,30.0
4765,Senior Project Engineer,crisil,3-10,"9,40,416",5.2,13.3
4766,Relationship Manager,crisil,3-10,"11,65,714",5.5,18.0
4767,Senior Relationship Manager,crisil,1-6,"11,01,964",4.2,16.5
4768,Area Sales Manager,crisil,3-7,"4,85,282",2.4,6.6
4769,Sales Officer,crisil,3-7,"3,75,761",1.8,4.7
4770,Deputy Manager,straive,8-16,"3,61,064",1.0,5.5
4771,Branch Manager,straive,2-7,"6,34,389",3.1,9.0
4772,Digital Relationship Manager,straive,4-10,"2,73,768",1.1,3.2
4773,Equity Dealer,straive,1-5,"2,33,242",1.2,3.5
4774,Sales Executive,straive,1-11,"12,91,036",8.3,15.0
4775,Customer Care Executive,straive,1-7,"2,31,242",1.1,3.5
4776,Data Entry Operator,straive,0-8,"2,16,921",1.0,3.2
4777,Operations Executive,straive,7-13,"3,07,192",1.4,6.5
4778,Warehouse Executive,straive,1-5,"9,36,070",4.7,13.0
4779,Supervisor,straive,0-6,"14,94,371",8.5,20.0
4780,Junior Executive,novartis,3-10,"5,00,788",2.0,13.0
4781,Logistics Executive,novartis,0-5,"4,48,859",2.1,7.5
4782,MIS Executive,novartis,0-3,"3,56,645",2.1,5.8
4783,Senior Process Associate,novartis,1-6,"6,43,231",4.0,8.8
4784,Deputy Manager,novartis,7-16,"16,02,199",10.0,22.5
